"","Primary_Key","temp","weather_type","Direction","avg_travel_time","avg_speed","no_of_streetcars","avg_delay","no_of_delays","weekday","time_of_day","pilot_nonpilot","weekday_c","time_of_day_c","weather_type_c","pilot_nonpilot_bi"
"25","2017-01-02 00:00",0.9,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","LATE (11pm-2am)","Non Pilot",2,4,13,1
"26","2017-01-02 01:00",-0.5,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","LATE (11pm-2am)","Non Pilot",2,4,13,1
"27","2017-01-02 02:00",0.7,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","LATE (11pm-2am)","Non Pilot",2,4,13,1
"28","2017-01-02 03:00",0.6,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EARLY(3AM - 6AM)","Non Pilot",2,2,13,1
"29","2017-01-02 04:00",1.2,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EARLY(3AM - 6AM)","Non Pilot",2,2,13,1
"30","2017-01-02 05:00",1,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EARLY(3AM - 6AM)","Non Pilot",2,2,13,1
"31","2017-01-02 06:00",2,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EARLY(3AM - 6AM)","Non Pilot",2,2,13,1
"32","2017-01-02 07:00",3,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","AM (7am-10am)","Non Pilot",2,1,13,1
"33","2017-01-02 08:00",2.7,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","AM (7am-10am)","Non Pilot",2,1,13,1
"34","2017-01-02 09:00",2.3,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","AM (7am-10am)","Non Pilot",2,1,13,1
"35","2017-01-02 10:00",2.4,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","AM (7am-10am)","Non Pilot",2,1,13,1
"36","2017-01-02 11:00",4,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","MID (11am-3pm)","Non Pilot",2,5,13,1
"37","2017-01-02 12:00",4.7,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","MID (11am-3pm)","Non Pilot",2,5,13,1
"38","2017-01-02 13:00",4.2,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","MID (11am-3pm)","Non Pilot",2,5,13,1
"39","2017-01-02 14:00",4.1,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","MID (11am-3pm)","Non Pilot",2,5,13,1
"40","2017-01-02 15:00",4.2,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","MID (11am-3pm)","Non Pilot",2,5,13,1
"41","2017-01-02 16:00",3.8,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","PM (4pm-7pm)","Non Pilot",2,6,13,1
"42","2017-01-02 17:00",3.9,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","PM (4pm-7pm)","Non Pilot",2,6,13,1
"43","2017-01-02 18:00",3.9,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","PM (4pm-7pm)","Non Pilot",2,6,13,1
"44","2017-01-02 19:00",3.9,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EVENING (8pm-10pm)","Non Pilot",2,3,13,1
"45","2017-01-02 20:00",4,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EVENING (8pm-10pm)","Non Pilot",2,3,13,1
"46","2017-01-02 21:00",4.1,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EVENING (8pm-10pm)","Non Pilot",2,3,13,1
"47","2017-01-02 22:00",3.8,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Monday","EVENING (8pm-10pm)","Non Pilot",2,3,13,1
"48","2017-01-02 23:00",3.6,"Fog",NA,NA,NA,NA,NA,NA,"Monday","LATE (11pm-2am)","Non Pilot",2,4,2,1
"49","2017-01-03 00:00",3.8,"Sunny/Overcast","EAST ",11.4,13.545,10,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,13,1
"50","2017-01-03 00:00",3.8,"Sunny/Overcast","WEST",10.4845454545455,14.58,11,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,13,1
"51","2017-01-03 01:00",3.5,"Fog","EAST ",10.3954545454545,15.3627272727273,11,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,2,1
"52","2017-01-03 01:00",3.5,"Fog","WEST",9.62777777777778,15.5566666666667,9,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,2,1
"53","2017-01-03 02:00",3.9,"Rain,Fog","EAST ",10.4466666666667,14.8766666666667,3,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,10,1
"54","2017-01-03 02:00",3.9,"Rain,Fog","WEST",9.22333333333333,16.46,3,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,10,1
"55","2017-01-03 03:00",4.3,"Rain,Fog","EAST ",9.83,16.165,2,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Non Pilot",4,2,10,1
"56","2017-01-03 03:00",4.3,"Rain,Fog","WEST",9.165,15.98,2,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Non Pilot",4,2,10,1
"57","2017-01-03 04:00",4,"Rain,Fog","EAST ",14.33,10.76,1,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Non Pilot",4,2,10,1
"58","2017-01-03 05:00",3.8,"Fog","EAST ",12.67,11.71,1,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Non Pilot",4,2,2,1
"59","2017-01-03 05:00",3.8,"Fog","WEST",9.835,15.325,2,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Non Pilot",4,2,2,1
"60","2017-01-03 06:00",3.7,"Fog","EAST ",12.067,12.991,10,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Non Pilot",4,2,2,1
"61","2017-01-03 06:00",3.7,"Fog","WEST",11.0507692307692,14.2769230769231,13,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Non Pilot",4,2,2,1
"62","2017-01-03 07:00",4.3,"Rain,Fog","EAST ",12.5621052631579,12.3921052631579,19,NA,NA,"Tuesday","AM (7am-10am)","Non Pilot",4,1,10,1
"63","2017-01-03 07:00",4.3,"Rain,Fog","WEST",12.0439130434783,13.1478260869565,23,NA,NA,"Tuesday","AM (7am-10am)","Non Pilot",4,1,10,1
"64","2017-01-03 08:00",4.4,"Sunny/Overcast","EAST ",13.0896153846154,11.99,26,NA,NA,"Tuesday","AM (7am-10am)","Non Pilot",4,1,13,1
"65","2017-01-03 08:00",4.4,"Sunny/Overcast","WEST",12.9336,11.9788,25,NA,NA,"Tuesday","AM (7am-10am)","Non Pilot",4,1,13,1
"66","2017-01-03 09:00",4.4,"Sunny/Overcast","WEST",13.5592857142857,11.4142857142857,28,5,2,"Tuesday","AM (7am-10am)","Non Pilot",4,1,13,1
"67","2017-01-03 09:00",4.4,"Sunny/Overcast","EAST ",14.3571428571429,10.9878571428571,28,5,2,"Tuesday","AM (7am-10am)","Non Pilot",4,1,13,1
"68","2017-01-03 10:00",4.2,"Rain","EAST ",13.3019047619048,11.8995238095238,21,NA,NA,"Tuesday","AM (7am-10am)","Non Pilot",4,1,9,1
"69","2017-01-03 10:00",4.2,"Rain","WEST",12.5605263157895,12.4189473684211,19,NA,NA,"Tuesday","AM (7am-10am)","Non Pilot",4,1,9,1
"70","2017-01-03 11:00",4.3,"Rain,Fog","EAST ",13.6111111111111,11.5427777777778,18,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"71","2017-01-03 11:00",4.3,"Rain,Fog","WEST",12.7905263157895,11.89,19,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"72","2017-01-03 12:00",4.2,"Rain,Fog","EAST ",14.4811111111111,10.7844444444444,18,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"73","2017-01-03 12:00",4.2,"Rain,Fog","WEST",12.7652941176471,11.8982352941176,17,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"74","2017-01-03 13:00",4.5,"Rain,Fog","EAST ",15.083125,10.30875,16,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"75","2017-01-03 13:00",4.5,"Rain,Fog","WEST",13.9072222222222,11.0244444444444,18,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"76","2017-01-03 14:00",4.3,"Rain,Fog","EAST ",13.9052380952381,11.2071428571429,21,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"77","2017-01-03 14:00",4.3,"Rain,Fog","WEST",12.7178947368421,12.2157894736842,19,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"78","2017-01-03 15:00",4.2,"Rain,Fog","EAST ",15.2505,10.4225,20,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"79","2017-01-03 15:00",4.2,"Rain,Fog","WEST",14.0889473684211,10.9668421052632,19,NA,NA,"Tuesday","MID (11am-3pm)","Non Pilot",4,5,10,1
"80","2017-01-03 16:00",5.1,"Rain","EAST ",14.5094736842105,10.8268421052632,19,NA,NA,"Tuesday","PM (4pm-7pm)","Non Pilot",4,6,9,1
"81","2017-01-03 16:00",5.1,"Rain","WEST",14.0909090909091,10.8668181818182,22,NA,NA,"Tuesday","PM (4pm-7pm)","Non Pilot",4,6,9,1
"82","2017-01-03 17:00",4.8,"Sunny/Overcast","EAST ",15.605,10.2095454545455,22,NA,NA,"Tuesday","PM (4pm-7pm)","Non Pilot",4,6,13,1
"83","2017-01-03 17:00",4.8,"Sunny/Overcast","WEST",17.2220833333333,9.04375,24,NA,NA,"Tuesday","PM (4pm-7pm)","Non Pilot",4,6,13,1
"84","2017-01-03 18:00",4.8,"Rain","EAST ",14.8547826086957,10.5352173913043,23,NA,NA,"Tuesday","PM (4pm-7pm)","Non Pilot",4,6,9,1
"85","2017-01-03 18:00",4.8,"Rain","WEST",16.16,9.776,25,NA,NA,"Tuesday","PM (4pm-7pm)","Non Pilot",4,6,9,1
"86","2017-01-03 19:00",4.6,"Rain,Fog","EAST ",14.5817857142857,10.8803571428571,28,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,10,1
"87","2017-01-03 19:00",4.6,"Rain,Fog","WEST",15.7104347826087,9.80173913043478,23,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,10,1
"88","2017-01-03 20:00",4.7,"Rain","EAST ",13.4736842105263,11.6910526315789,19,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,9,1
"89","2017-01-03 20:00",4.7,"Rain","WEST",13.6494736842105,11.3121052631579,19,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,9,1
"90","2017-01-03 21:00",4.2,"Rain,Fog","EAST ",14.0776923076923,11.0423076923077,13,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,10,1
"91","2017-01-03 21:00",4.2,"Rain,Fog","WEST",13.6886666666667,11.2913333333333,15,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,10,1
"92","2017-01-03 22:00",4.2,"Sunny/Overcast","EAST ",14.0194117647059,11.3823529411765,17,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,13,1
"93","2017-01-03 22:00",4.2,"Sunny/Overcast","WEST",12.8608333333333,12.3541666666667,12,NA,NA,"Tuesday","EVENING (8pm-10pm)","Non Pilot",4,3,13,1
"94","2017-01-03 23:00",3.9,"Rain","EAST ",11.3608333333333,13.735,12,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,9,1
"95","2017-01-03 23:00",3.9,"Rain","WEST",10.968,14,10,NA,NA,"Tuesday","LATE (11pm-2am)","Non Pilot",4,4,9,1
"96","2017-01-04 00:00",3,"Sunny/Overcast","EAST ",12.1488888888889,13.1077777777778,9,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,13,1
"97","2017-01-04 00:00",3,"Sunny/Overcast","WEST",10.4863636363636,14.7509090909091,11,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,13,1
"98","2017-01-04 01:00",2.8,"Sunny/Overcast","EAST ",10.0627272727273,15.6736363636364,11,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,13,1
"99","2017-01-04 01:00",2.8,"Sunny/Overcast","WEST",9.71285714285714,15.7985714285714,7,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,13,1
"100","2017-01-04 02:00",2.7,"Rain","EAST ",9.22333333333333,16.5466666666667,3,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,9,1
"101","2017-01-04 02:00",2.7,"Rain","WEST",8.22333333333333,18.1133333333333,3,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,9,1
"102","2017-01-04 03:00",3.2,"Rain,Fog","EAST ",10.665,14.225,2,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Non Pilot",5,2,10,1
"103","2017-01-04 03:00",3.2,"Rain,Fog","WEST",8,18.53,1,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Non Pilot",5,2,10,1
"104","2017-01-04 04:00",3.9,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Non Pilot",5,2,13,1
"105","2017-01-04 05:00",4,"Sunny/Overcast","EAST ",15.165,10.46,2,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Non Pilot",5,2,13,1
"106","2017-01-04 05:00",4,"Sunny/Overcast","WEST",8.67,17.24,1,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Non Pilot",5,2,13,1
"107","2017-01-04 06:00",3.6,"Sunny/Overcast","EAST ",11.4285714285714,13.3585714285714,7,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Non Pilot",5,2,13,1
"108","2017-01-04 06:00",3.6,"Sunny/Overcast","WEST",11.0433333333333,14.4566666666667,15,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Non Pilot",5,2,13,1
"109","2017-01-04 07:00",3.5,"Sunny/Overcast","EAST ",13.7933333333333,11.93,21,NA,NA,"Wednesday","AM (7am-10am)","Non Pilot",5,1,13,1
"110","2017-01-04 07:00",3.5,"Sunny/Overcast","WEST",11.8257142857143,13.4661904761905,21,NA,NA,"Wednesday","AM (7am-10am)","Non Pilot",5,1,13,1
"111","2017-01-04 08:00",3.5,"Sunny/Overcast","EAST ",13.8719230769231,11.2088461538462,26,NA,NA,"Wednesday","AM (7am-10am)","Non Pilot",5,1,13,1
"112","2017-01-04 08:00",3.5,"Sunny/Overcast","WEST",13.2367741935484,11.7987096774194,31,NA,NA,"Wednesday","AM (7am-10am)","Non Pilot",5,1,13,1
"113","2017-01-04 09:00",2.6,"Rain","EAST ",14.81,10.7667857142857,28,NA,NA,"Wednesday","AM (7am-10am)","Non Pilot",5,1,9,1
"114","2017-01-04 09:00",2.6,"Rain","WEST",15.1284615384615,10.2326923076923,26,NA,NA,"Wednesday","AM (7am-10am)","Non Pilot",5,1,9,1
"115","2017-01-04 10:00",2.1,"Sunny/Overcast","EAST ",14.3182608695652,11.1682608695652,23,10,1,"Wednesday","AM (7am-10am)","Non Pilot",5,1,13,1
"116","2017-01-04 10:00",2.1,"Sunny/Overcast","WEST",13.3185714285714,11.6180952380952,21,10,1,"Wednesday","AM (7am-10am)","Non Pilot",5,1,13,1
"117","2017-01-04 11:00",0.9,"Sunny/Overcast","EAST ",14.0168421052632,11.4063157894737,19,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,13,1
"118","2017-01-04 11:00",0.9,"Sunny/Overcast","WEST",14,11.114,20,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,13,1
"119","2017-01-04 12:00",-1.1,"Snow","EAST ",35.4444444444444,6.63777777777778,9,7.5,2,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,12,1
"120","2017-01-04 12:00",-1.1,"Snow","WEST",13.08375,11.621875,16,7.5,2,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,12,1
"121","2017-01-04 13:00",-2.6,"Snow","EAST ",14.912,10.5233333333333,15,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,12,1
"122","2017-01-04 13:00",-2.6,"Snow","WEST",15.0011111111111,10.5722222222222,9,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,12,1
"123","2017-01-04 14:00",-3.5,"Sunny/Overcast","EAST ",14.9805882352941,10.4547058823529,17,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,13,1
"124","2017-01-04 14:00",-3.5,"Sunny/Overcast","WEST",13.8811764705882,11.28,17,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,13,1
"125","2017-01-04 15:00",-3.9,"Sunny/Overcast","EAST ",15.0347368421053,10.2947368421053,19,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,13,1
"126","2017-01-04 15:00",-3.9,"Sunny/Overcast","WEST",14.766,10.4035,20,NA,NA,"Wednesday","MID (11am-3pm)","Non Pilot",5,5,13,1
"127","2017-01-04 16:00",-4.3,"Sunny/Overcast","EAST ",14.8589473684211,10.4463157894737,19,NA,NA,"Wednesday","PM (4pm-7pm)","Non Pilot",5,6,13,1
"128","2017-01-04 16:00",-4.3,"Sunny/Overcast","WEST",14.9090909090909,10.2840909090909,22,NA,NA,"Wednesday","PM (4pm-7pm)","Non Pilot",5,6,13,1
"129","2017-01-04 17:00",-4.8,"Snow","EAST ",16.2460869565217,9.46347826086956,23,NA,NA,"Wednesday","PM (4pm-7pm)","Non Pilot",5,6,12,1
"130","2017-01-04 17:00",-4.8,"Snow","WEST",17.7614285714286,8.97095238095238,21,NA,NA,"Wednesday","PM (4pm-7pm)","Non Pilot",5,6,12,1
"131","2017-01-04 18:00",-5.3,"Snow","EAST ",15.5665,10.38,20,NA,NA,"Wednesday","PM (4pm-7pm)","Non Pilot",5,6,12,1
"132","2017-01-04 18:00",-5.3,"Snow","WEST",17.3459259259259,8.99814814814815,27,NA,NA,"Wednesday","PM (4pm-7pm)","Non Pilot",5,6,12,1
"133","2017-01-04 19:00",-6.2,"Snow","EAST ",14.0119230769231,11.5238461538462,26,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,12,1
"134","2017-01-04 19:00",-6.2,"Snow","WEST",14.4919047619048,10.6804761904762,21,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,12,1
"135","2017-01-04 20:00",-6.7,"Sunny/Overcast","EAST ",12.9690476190476,12.1595238095238,21,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,13,1
"136","2017-01-04 20:00",-6.7,"Sunny/Overcast","WEST",14.0168421052632,10.8278947368421,19,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,13,1
"137","2017-01-04 21:00",-6.8,"Sunny/Overcast","EAST ",14.6433333333333,10.7046666666667,15,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,13,1
"138","2017-01-04 21:00",-6.8,"Sunny/Overcast","WEST",13.9575,11.226875,16,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,13,1
"139","2017-01-04 22:00",-6.9,"Snow","EAST ",13.58375,11.733125,16,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,12,1
"140","2017-01-04 22:00",-6.9,"Snow","WEST",16.134,10.3006666666667,15,NA,NA,"Wednesday","EVENING (8pm-10pm)","Non Pilot",5,3,12,1
"141","2017-01-04 23:00",-7.1,"Sunny/Overcast","EAST ",11.6091666666667,13.3825,12,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,13,1
"142","2017-01-04 23:00",-7.1,"Sunny/Overcast","WEST",11.9733333333333,13.2683333333333,12,NA,NA,"Wednesday","LATE (11pm-2am)","Non Pilot",5,4,13,1
"143","2017-01-05 00:00",-6.9,"Sunny/Overcast","EAST ",12.566,12.68,10,NA,NA,"Thursday","LATE (11pm-2am)","Non Pilot",3,4,13,1
"144","2017-01-05 00:00",-6.9,"Sunny/Overcast","WEST",12.167,12.668,10,NA,NA,"Thursday","LATE (11pm-2am)","Non Pilot",3,4,13,1
"145","2017-01-05 01:00",-6.8,"Sunny/Overcast","EAST ",12.1844444444444,12.8933333333333,9,NA,NA,"Thursday","LATE (11pm-2am)","Non Pilot",3,4,13,1
"146","2017-01-05 01:00",-6.8,"Sunny/Overcast","WEST",10.9514285714286,14.15,7,NA,NA,"Thursday","LATE (11pm-2am)","Non Pilot",3,4,13,1
"147","2017-01-05 02:00",-6.1,"Sunny/Overcast","EAST ",12.134,12.802,5,NA,NA,"Thursday","LATE (11pm-2am)","Non Pilot",3,4,13,1
"148","2017-01-05 02:00",-6.1,"Sunny/Overcast","WEST",12.1133333333333,14.1966666666667,3,NA,NA,"Thursday","LATE (11pm-2am)","Non Pilot",3,4,13,1
"149","2017-01-05 03:00",-5.8,"Sunny/Overcast","EAST ",10.33,15.245,2,NA,NA,"Thursday","EARLY(3AM - 6AM)","Non Pilot",3,2,13,1
"150","2017-01-05 03:00",-5.8,"Sunny/Overcast","WEST",10.89,15.4333333333333,3,NA,NA,"Thursday","EARLY(3AM - 6AM)","Non Pilot",3,2,13,1
"151","2017-01-05 04:00",-5.8,"Snow",NA,NA,NA,NA,NA,NA,"Thursday","EARLY(3AM - 6AM)","Non Pilot",3,2,12,1
"152","2017-01-05 05:00",-6.1,"Snow","EAST ",14.33,10.8,1,NA,NA,"Thursday","EARLY(3AM - 6AM)","Non Pilot",3,2,12,1
"153","2017-01-05 05:00",-6.1,"Snow","WEST",8,19.92,1,NA,NA,"Thursday","EARLY(3AM - 6AM)","Non Pilot",3,2,12,1
"154","2017-01-05 06:00",-6.6,"Snow","EAST ",11.7044444444444,13.75,9,NA,NA,"Thursday","EARLY(3AM - 6AM)","Non Pilot",3,2,12,1
"155","2017-01-05 06:00",-6.6,"Snow","WEST",10.4433333333333,15.1226666666667,15,NA,NA,"Thursday","EARLY(3AM - 6AM)","Non Pilot",3,2,12,1
"156","2017-01-05 07:00",-6.9,"Sunny/Overcast","EAST ",13.0154545454545,11.7690909090909,22,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"157","2017-01-05 07:00",-6.9,"Sunny/Overcast","WEST",11.8252380952381,13.1838095238095,21,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"158","2017-01-05 08:00",-6.9,"Sunny/Overcast","EAST ",14.5175862068966,10.89,29,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"159","2017-01-05 08:00",-6.9,"Sunny/Overcast","WEST",13.59375,11.6584375,32,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"160","2017-01-05 09:00",-6.7,"Sunny/Overcast","EAST ",14.3076923076923,10.9096153846154,26,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"161","2017-01-05 09:00",-6.7,"Sunny/Overcast","WEST",14.4414285714286,10.8778571428571,28,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"162","2017-01-05 10:00",-6.8,"Sunny/Overcast","EAST ",13.8333333333333,11.3995833333333,24,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"163","2017-01-05 10:00",-6.8,"Sunny/Overcast","WEST",14.4390909090909,10.8490909090909,22,NA,NA,"Thursday","AM (7am-10am)","Non Pilot",3,1,13,1
"164","2017-01-05 11:00",-6.4,"Sunny/Overcast","EAST ",13.6842105263158,11.5194736842105,19,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"165","2017-01-05 11:00",-6.4,"Sunny/Overcast","WEST",13.3322222222222,11.5522222222222,18,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"166","2017-01-05 12:00",-6.5,"Sunny/Overcast","EAST ",13.7641176470588,11.3864705882353,17,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"167","2017-01-05 12:00",-6.5,"Sunny/Overcast","WEST",12.7227777777778,12.2444444444444,18,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"168","2017-01-05 13:00",-5.7,"Sunny/Overcast","EAST ",14.7416666666667,10.4688888888889,18,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"169","2017-01-05 13:00",-5.7,"Sunny/Overcast","WEST",14.5882352941176,10.7476470588235,17,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"170","2017-01-05 14:00",-5.6,"Sunny/Overcast","EAST ",14.8133333333333,10.4961111111111,18,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"171","2017-01-05 14:00",-5.6,"Sunny/Overcast","WEST",13.3694444444444,11.5761111111111,18,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,13,1
"172","2017-01-05 15:00",-6.1,"Snow","EAST ",14.7495,10.5345,20,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,12,1
"173","2017-01-05 15:00",-6.1,"Snow","WEST",14.5835,10.6965,20,NA,NA,"Thursday","MID (11am-3pm)","Non Pilot",3,5,12,1
"174","2017-01-05 16:00",-6.3,"Sunny/Overcast","EAST ",15.0485714285714,10.992380952381,21,NA,NA,"Thursday","PM (4pm-7pm)","Non Pilot",3,6,13,1
"175","2017-01-05 16:00",-6.3,"Sunny/Overcast","WEST",14.9554545454545,10.5518181818182,22,NA,NA,"Thursday","PM (4pm-7pm)","Non Pilot",3,6,13,1
"176","2017-01-05 17:00",-6.8,"Snow","EAST ",15.884,10.2775,20,NA,NA,"Thursday","PM (4pm-7pm)","Non Pilot",3,6,12,1
"177","2017-01-05 17:00",-6.8,"Snow","WEST",17.4495652173913,8.92347826086957,23,NA,NA,"Thursday","PM (4pm-7pm)","Non Pilot",3,6,12,1
"178","2017-01-05 18:00",-6.8,"Sunny/Overcast","EAST ",17.5416666666667,9.47583333333333,24,NA,NA,"Thursday","PM (4pm-7pm)","Non Pilot",3,6,13,1
"179","2017-01-05 18:00",-6.8,"Sunny/Overcast","WEST",16.71,9.7604347826087,23,NA,NA,"Thursday","PM (4pm-7pm)","Non Pilot",3,6,13,1
"180","2017-01-05 19:00",-7.3,"Sunny/Overcast","EAST ",15.1447826086957,10.7639130434783,23,NA,NA,"Thursday","EVENING (8pm-10pm)","Non Pilot",3,3,13,1
"181","2017-01-05 19:00",-7.3,"Sunny/Overcast","WEST",15.4995454545455,10.1340909090909,22,NA,NA,"Thursday","EVENING (8pm-10pm)","Non Pilot",3,3,13,1
"182","2017-01-05 20:00",-7.9,"Sunny/Overcast","EAST ",14.0436363636364,10.9327272727273,22,NA,NA,"Thursday","EVENING (8pm-10pm)","Non Pilot",3,3,13,1
"183","2017-01-05 20:00",-7.9,"Sunny/Overcast","WEST",13.9255555555556,11.1633333333333,18,NA,NA,"Thursday","EVENING (8pm-10pm)","Non Pilot",3,3,13,1
"184","2017-01-05 21:00",-8.5,"Sunny/Overcast","EAST ",13.444,11.5966666666667,15,NA,NA,"Thursday","EVENING (8pm-10pm)","Non Pilot",3,3,13,1
"185","2017-01-05 21:00",-8.5,"Sunny/Overcast","WEST",14.3341176470588,10.91,17,NA,NA,"Thursday","EVENING (8pm-10pm)","Non Pilot",3,3,13,1
