Date/Time,Year,Month,Day,Time,Temp (øC),Temp Flag,Dew Point Temp (øC),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
########,2017,1,1,0:00,1.5,,-3.6,,69,,26,,39,,16.1,,99.81,,,,,,NA
########,2017,1,1,1:00,1.5,,-3.9,,67,,27,,35,,16.1,,100.01,,,,,,NA
########,2017,1,1,2:00,1,,-4.3,,68,,26,,32,,16.1,,100.14,,,,,,NA
########,2017,1,1,3:00,1.2,,-4.3,,67,,26,,37,,16.1,,100.32,,,,,,NA
########,2017,1,1,4:00,1.3,,-4.4,,66,,26,,28,,16.1,,100.48,,,,,,NA
########,2017,1,1,5:00,1,,-4.1,,69,,23,,30,,16.1,,100.55,,,,,,NA
########,2017,1,1,6:00,0.7,,-4.4,,69,,24,,35,,16.1,,100.65,,,,,,NA
########,2017,1,1,7:00,0,,-4.8,,70,,24,,28,,16.1,,100.79,,,,-6,,NA
########,2017,1,1,8:00,-0.3,,-5.3,,69,,25,,26,,16.1,,100.93,,,,-6,,NA
########,2017,1,1,9:00,-0.1,,-5.5,,67,,27,,26,,16.1,,101.06,,,,-6,,NA
########,2017,1,1,10:00,1,,-5.2,,63,,25,,22,,16.1,,101.18,,,,,,NA
########,2017,1,1,11:00,1.9,,-5.3,,59,,25,,26,,16.1,,101.27,,,,,,NA
########,2017,1,1,12:00,2.6,,-5.3,,56,,23,,18,,16.1,,101.22,,,,,,NA
########,2017,1,1,13:00,2.6,,-5.8,,54,,23,,18,,16.1,,101.23,,,,,,NA
########,2017,1,1,14:00,3,,-5.5,,54,,23,,17,,16.1,,101.21,,,,,,NA
########,2017,1,1,15:00,2.9,,-5.4,,54,,23,,15,,16.1,,101.29,,,,,,NA
########,2017,1,1,16:00,2.8,,-4.9,,57,,23,,21,,16.1,,101.38,,,,,,NA
########,2017,1,1,17:00,1.8,,-4.9,,61,,22,,15,,16.1,,101.45,,,,,,NA
########,2017,1,1,18:00,2.2,,-4.6,,61,,23,,18,,16.1,,101.59,,,,,,NA
########,2017,1,1,19:00,1.2,,-3.5,,71,,25,,11,,16.1,,101.6,,,,,,NA
########,2017,1,1,20:00,1.6,,-2.2,,76,,25,,18,,16.1,,101.66,,,,,,NA
########,2017,1,1,21:00,0.7,,-3.4,,74,,24,,15,,16.1,,101.73,,,,,,NA
########,2017,1,1,22:00,0.9,,-2.9,,76,,23,,11,,16.1,,101.76,,,,,,NA
########,2017,1,1,23:00,0.6,,-3.2,,76,,22,,8,,16.1,,101.77,,,,,,NA
########,2017,1,2,0:00,0.9,,-2.6,,77,,,,0,,16.1,,101.75,,,,,,NA
########,2017,1,2,1:00,-0.5,,-2.7,,85,,3,,4,,16.1,,101.77,,,,-2,,NA
########,2017,1,2,2:00,0.7,,-1.9,,83,,5,,13,,16.1,,101.77,,,,,,NA
########,2017,1,2,3:00,0.6,,-2.6,,79,,6,,17,,16.1,,101.82,,,,,,NA
########,2017,1,2,4:00,1.2,,-2.2,,78,,6,,22,,16.1,,101.78,,,,,,NA
########,2017,1,2,5:00,1,,-1.4,,84,,6,,15,,16.1,,101.82,,,,,,NA
########,2017,1,2,6:00,2,,0.5,,90,,6,,21,,12.9,,101.77,,,,,,NA
########,2017,1,2,7:00,3,,0.2,,82,,8,,17,,16.1,,101.78,,,,,,NA
########,2017,1,2,8:00,2.7,,0.1,,83,,6,,26,,16.1,,101.81,,,,,,NA
########,2017,1,2,9:00,2.3,,0.4,,87,,5,,26,,16.1,,101.75,,,,,,NA
########,2017,1,2,10:00,2.4,,0.6,,88,,5,,32,,16.1,,101.74,,,,,,NA
########,2017,1,2,11:00,4,,1.7,,85,,6,,24,,16.1,,101.71,,,,,,NA
########,2017,1,2,12:00,4.7,,0.1,,72,,7,,28,,16.1,,101.61,,,,,,NA
########,2017,1,2,13:00,4.2,,-0.2,,73,,7,,26,,16.1,,101.54,,,,,,NA
########,2017,1,2,14:00,4.1,,0.3,,76,,7,,21,,16.1,,101.54,,,,,,NA
########,2017,1,2,15:00,4.2,,0.4,,76,,6,,30,,16.1,,101.55,,,,,,NA
########,2017,1,2,16:00,3.8,,0.5,,79,,7,,28,,16.1,,101.44,,,,,,NA
########,2017,1,2,17:00,3.9,,0.6,,79,,8,,28,,16.1,,101.39,,,,,,NA
########,2017,1,2,18:00,3.9,,0.9,,81,,7,,21,,16.1,,101.42,,,,,,NA
########,2017,1,2,19:00,3.9,,1.5,,84,,7,,22,,16.1,,101.33,,,,,,NA
########,2017,1,2,20:00,4,,2.2,,88,,8,,17,,16.1,,101.12,,,,,,NA
########,2017,1,2,21:00,4.1,,2.3,,88,,8,,13,,16.1,,101.1,,,,,,NA
########,2017,1,2,22:00,3.8,,2.6,,92,,7,,18,,12.9,,101.04,,,,,,NA
########,2017,1,2,23:00,3.6,,2.9,,95,,6,,18,,9.7,,100.98,,,,,,Fog
########,2017,1,3,0:00,3.8,,2.9,,94,,6,,18,,11.3,,100.88,,,,,,NA
########,2017,1,3,1:00,3.5,,2.9,,96,,6,,21,,6.4,,100.8,,,,,,Fog
########,2017,1,3,2:00,3.9,,3.5,,97,,6,,21,,3.2,,100.74,,,,,,"Rain,Fog"
########,2017,1,3,3:00,4.3,,3.7,,96,,5,,18,,9.7,,100.71,,,,,,"Rain,Fog"
########,2017,1,3,4:00,4,,3.6,,97,,7,,18,,4.8,,100.6,,,,,,"Rain,Fog"
########,2017,1,3,5:00,3.8,,3.5,,98,,7,,22,,4.8,,100.47,,,,,,Fog
########,2017,1,3,6:00,3.7,,3.4,,98,,7,,21,,6.4,,100.37,,,,,,Fog
########,2017,1,3,7:00,4.3,,4,,98,,10,,17,,4.8,,100.24,,,,,,"Rain,Fog"
########,2017,1,3,8:00,4.4,,4.1,,98,,9,,15,,12.9,,100.17,,,,,,NA
########,2017,1,3,9:00,4.4,,4.1,,98,,9,,15,,12.9,,100.08,,,,,,NA
########,2017,1,3,10:00,4.2,,3.9,,98,,7,,15,,14.5,,100.03,,,,,,Rain
########,2017,1,3,11:00,4.3,,4,,98,,6,,18,,8.1,,99.93,,,,,,"Rain,Fog"
########,2017,1,3,12:00,4.2,,3.9,,98,,6,,13,,8.1,,99.8,,,,,,"Rain,Fog"
########,2017,1,3,13:00,4.5,,4.2,,98,,6,,17,,8.1,,99.63,,,,,,"Rain,Fog"
########,2017,1,3,14:00,4.3,,4,,98,,7,,17,,6.4,,99.49,,,,,,"Rain,Fog"
########,2017,1,3,15:00,4.2,,3.9,,98,,6,,18,,9.7,,99.4,,,,,,"Rain,Fog"
########,2017,1,3,16:00,5.1,,4.7,,97,,5,,8,,16.1,,99.38,,,,,,Rain
########,2017,1,3,17:00,4.8,,4.2,,96,,5,,13,,16.1,,99.27,,,,,,NA
########,2017,1,3,18:00,4.8,,4.2,,96,,5,,18,,16.1,,99.19,,,,,,Rain
########,2017,1,3,19:00,4.6,,4.2,,97,,4,,13,,6.4,,99.15,,,,,,"Rain,Fog"
########,2017,1,3,20:00,4.7,,4.1,,96,,3,,8,,12.9,,99.06,,,,,,Rain
########,2017,1,3,21:00,4.2,,3.5,,95,,33,,11,,4.8,,98.94,,,,,,"Rain,Fog"
########,2017,1,3,22:00,4.2,,3,,92,,33,,9,,16.1,,98.9,,,,,,NA
########,2017,1,3,23:00,3.9,,2.9,,93,,33,,5,,11.3,,98.82,,,,,,Rain
########,2017,1,4,0:00,3,,2.1,,94,,28,,21,,16.1,,98.82,,,,,,NA
########,2017,1,4,1:00,2.8,,1.6,,92,,29,,8,,16.1,,98.75,,,,,,NA
########,2017,1,4,2:00,2.7,,1.8,,94,,27,,11,,16.1,,98.76,,,,,,Rain
########,2017,1,4,3:00,3.2,,2.6,,96,,24,,21,,9.7,,98.76,,,,,,"Rain,Fog"
########,2017,1,4,4:00,3.9,,2.9,,93,,25,,18,,16.1,,98.71,,,,,,NA
########,2017,1,4,5:00,4,,1.2,,82,,27,,24,,16.1,,98.71,,,,,,NA
########,2017,1,4,6:00,3.6,,0.3,,79,,27,,28,,16.1,,98.79,,,,,,NA
########,2017,1,4,7:00,3.5,,0.7,,82,,24,,24,,16.1,,98.84,,,,,,NA
########,2017,1,4,8:00,3.5,,0.4,,80,,25,,37,,16.1,,98.84,,,,,,NA
########,2017,1,4,9:00,2.6,,-0.7,,79,,26,,41,,16.1,,98.87,,,,,,Rain
########,2017,1,4,10:00,2.1,,-3.8,,65,,25,,52,,16.1,,98.92,,,,,,NA
########,2017,1,4,11:00,0.9,,-5,,65,,26,,46,,16.1,,99.02,,,,,,NA
########,2017,1,4,12:00,-1.1,,-6.3,,68,,27,,41,,16.1,,99.06,,,,-9,,Snow
########,2017,1,4,13:00,-2.6,,-9.1,,61,,26,,46,,16.1,,99.15,,,,-11,,Snow
########,2017,1,4,14:00,-3.5,,-11.8,,53,,27,,50,,16.1,,99.23,,,,-13,,NA
########,2017,1,4,15:00,-3.9,,-12,,54,,26,,46,,16.1,,99.31,,,,-13,,NA
########,2017,1,4,16:00,-4.3,,-11,,60,,26,,46,,16.1,,99.39,,,,-14,,NA
########,2017,1,4,17:00,-4.8,,-11.2,,61,,25,,55,,16.1,,99.46,,,,-15,,Snow
########,2017,1,4,18:00,-5.3,,-10.9,,65,,26,,45,,16.1,,99.5,,,,-15,,Snow
########,2017,1,4,19:00,-6.2,,-11,,69,,26,,50,,11.3,,99.55,,,,-17,,Snow
########,2017,1,4,20:00,-6.7,,-12.2,,65,,25,,52,,16.1,,99.6,,,,-17,,NA
########,2017,1,4,21:00,-6.8,,-11.6,,69,,25,,45,,16.1,,99.63,,,,-17,,NA
########,2017,1,4,22:00,-6.9,,-11.1,,72,,25,,46,,16.1,,99.65,,,,-17,,Snow
########,2017,1,4,23:00,-7.1,,-11.9,,69,,25,,46,,16.1,,99.69,,,,-17,,NA
########,2017,1,5,0:00,-6.9,,-11.8,,68,,25,,46,,16.1,,99.67,,,,-17,,NA
########,2017,1,5,1:00,-6.8,,-11.3,,71,,24,,46,,16.1,,99.7,,,,-17,,NA
########,2017,1,5,2:00,-6.1,,-11.1,,68,,25,,52,,16.1,,99.78,,,,-17,,NA
########,2017,1,5,3:00,-5.8,,-10.8,,68,,25,,48,,16.1,,99.89,,,,-16,,NA
########,2017,1,5,4:00,-5.8,,-10.8,,68,,24,,50,,16.1,,99.94,,,,-16,,Snow
########,2017,1,5,5:00,-6.1,,-10,,74,,24,,39,,16.1,,100.03,,,,-15,,Snow
########,2017,1,5,6:00,-6.6,,-10.8,,72,,25,,46,,16.1,,100.09,,,,-17,,Snow
########,2017,1,5,7:00,-6.9,,-11.3,,71,,24,,37,,16.1,,100.12,,,,-16,,NA
########,2017,1,5,8:00,-6.9,,-11.7,,69,,25,,41,,16.1,,100.18,,,,-17,,NA
########,2017,1,5,9:00,-6.7,,-11.5,,69,,24,,39,,16.1,,100.22,,,,-16,,NA
########,2017,1,5,10:00,-6.8,,-12,,67,,24,,35,,16.1,,100.28,,,,-16,,NA
########,2017,1,5,11:00,-6.4,,-12.2,,64,,26,,34,,16.1,,100.29,,,,-15,,NA
########,2017,1,5,12:00,-6.5,,-12.8,,61,,26,,28,,16.1,,100.24,,,,-15,,NA
########,2017,1,5,13:00,-5.7,,-12.7,,58,,25,,37,,16.1,,100.18,,,,-15,,NA
########,2017,1,5,14:00,-5.6,,-12.8,,57,,25,,30,,16.1,,100.14,,,,-14,,NA
########,2017,1,5,15:00,-6.1,,-12.7,,60,,27,,30,,16.1,,100.15,,,,-14,,Snow
########,2017,1,5,16:00,-6.3,,-12.2,,63,,26,,26,,16.1,,100.2,,,,-14,,NA
########,2017,1,5,17:00,-6.8,,-11,,72,,27,,21,,14.5,,100.18,,,,-14,,Snow
########,2017,1,5,18:00,-6.8,,-12.9,,62,,27,,30,,16.1,,100.21,,,,-15,,NA
########,2017,1,5,19:00,-7.3,,-12.1,,69,,28,,24,,16.1,,100.28,,,,-15,,NA
########,2017,1,5,20:00,-7.9,,-13.8,,63,,27,,28,,16.1,,100.32,,,,-17,,NA
########,2017,1,5,21:00,-8.5,,-13.6,,67,,29,,26,,16.1,,100.35,,,,-17,,NA
########,2017,1,5,22:00,-8.9,,-14.2,,66,,27,,28,,16.1,,100.41,,,,-18,,NA
########,2017,1,5,23:00,-9.4,,-14.5,,67,,27,,26,,16.1,,100.5,,,,-18,,NA
########,2017,1,6,0:00,-9.7,,-15.3,,64,,28,,22,,16.1,,100.49,,,,-18,,NA
########,2017,1,6,1:00,-9.9,,-14.6,,69,,27,,24,,16.1,,100.56,,,,-18,,NA
########,2017,1,6,2:00,-10.2,,-15,,68,,28,,24,,16.1,,100.57,,,,-19,,NA
########,2017,1,6,3:00,-10.3,,-14.4,,72,,27,,28,,16.1,,100.63,,,,-20,,NA
########,2017,1,6,4:00,-10.6,,-14.9,,71,,28,,24,,16.1,,100.62,,,,-19,,NA
########,2017,1,6,5:00,-10.9,,-14.8,,73,,28,,21,,16.1,,100.64,,,,-19,,NA
########,2017,1,6,6:00,-11,,-14.8,,74,,26,,24,,16.1,,100.71,,,,-20,,NA
########,2017,1,6,7:00,-11.3,,-15.6,,71,,27,,30,,16.1,,100.77,,,,-21,,NA
########,2017,1,6,8:00,-11.5,,-16.1,,69,,28,,24,,16.1,,100.83,,,,-21,,NA
########,2017,1,6,9:00,-10.8,,-15.8,,67,,26,,21,,16.1,,100.91,,,,-19,,NA
########,2017,1,6,10:00,-9.1,,-15.9,,58,,29,,21,,16.1,,100.95,,,,-17,,NA
########,2017,1,6,11:00,-8.2,,-16,,54,,27,,24,,16.1,,101.04,,,,-16,,NA
########,2017,1,6,12:00,-6.8,,-15.8,,49,,25,,26,,16.1,,101.03,,,,-15,,NA
########,2017,1,6,13:00,-6.1,,-15.7,,47,,27,,21,,16.1,,100.97,,,,-13,,NA
########,2017,1,6,14:00,-6.8,,-16.3,,47,,24,,22,,16.1,,101.03,,,,-14,,NA
########,2017,1,6,15:00,-6.3,,-15.9,,47,,27,,22,,16.1,,101.07,,,,-14,,NA
########,2017,1,6,16:00,-7.1,,-16.4,,48,,28,,24,,16.1,,101.16,,,,-15,,NA
########,2017,1,6,17:00,-8.3,,-16.5,,52,,28,,26,,16.1,,101.24,,,,-17,,NA
########,2017,1,6,18:00,-8.9,,-16.6,,54,,28,,24,,16.1,,101.39,,,,-17,,NA
########,2017,1,6,19:00,-9.3,,-16.9,,55,,29,,17,,16.1,,101.48,,,,-16,,NA
########,2017,1,6,20:00,-9.4,,-16.2,,58,,27,,24,,16.1,,101.52,,,,-18,,NA
########,2017,1,6,21:00,-9.6,,-16,,60,,28,,17,,16.1,,101.56,,,,-17,,NA
########,2017,1,6,22:00,-10.2,,-16.2,,62,,29,,22,,16.1,,101.59,,,,-18,,NA
########,2017,1,6,23:00,-10.4,,-15.8,,65,,28,,17,,16.1,,101.62,,,,-18,,NA
########,2017,1,7,0:00,-10.5,,-15.5,,67,,28,,15,,16.1,,101.66,,,,-17,,NA
########,2017,1,7,1:00,-10.7,,-15.3,,69,,29,,18,,16.1,,101.71,,,,-18,,NA
########,2017,1,7,2:00,-11,,-15.5,,70,,27,,13,,16.1,,101.73,,,,-17,,NA
########,2017,1,7,3:00,-11,,-15.6,,69,,28,,15,,16.1,,101.78,,,,-18,,NA
########,2017,1,7,4:00,-11.1,,-15.6,,70,,29,,17,,16.1,,101.8,,,,-19,,NA
########,2017,1,7,5:00,-11.5,,-15.8,,71,,31,,9,,16.1,,101.78,,,,-17,,NA
########,2017,1,7,6:00,-11.7,,-15.8,,72,,27,,9,,16.1,,101.81,,,,-17,,NA
########,2017,1,7,7:00,-11.7,,-15.5,,74,,27,,11,,16.1,,101.79,,,,-18,,NA
########,2017,1,7,8:00,-11.8,,-15.4,,75,,25,,9,,16.1,,101.82,,,,-17,,NA
########,2017,1,7,9:00,-10.7,,-14.2,,76,,27,,8,,16.1,,101.86,,,,-15,,NA
########,2017,1,7,10:00,-9.2,,-13.2,,73,,27,,15,,16.1,,101.86,,,,-16,,NA
########,2017,1,7,11:00,-7.9,,-12.9,,68,,26,,11,,16.1,,101.85,,,,-13,,NA
########,2017,1,7,12:00,-7,,-13.5,,60,,25,,15,,16.1,,101.78,,,,-13,,NA
########,2017,1,7,13:00,-7.3,,-13.3,,63,,29,,13,,16.1,,101.67,,,,-13,,Snow
########,2017,1,7,14:00,-7.2,,-13.2,,62,,28,,15,,16.1,,101.61,,,,-13,,Snow
########,2017,1,7,15:00,-7.3,,-14,,59,,26,,21,,16.1,,101.6,,,,-15,,Snow
########,2017,1,7,16:00,-7.7,,-14.2,,60,,27,,26,,16.1,,101.63,,,,-16,,NA
########,2017,1,7,17:00,-8.7,,-16.9,,52,,28,,26,,16.1,,101.66,,,,-17,,NA
########,2017,1,7,18:00,-9.3,,-16.8,,55,,28,,22,,16.1,,101.66,,,,-17,,NA
########,2017,1,7,19:00,-9.6,,-16.8,,56,,25,,28,,16.1,,101.64,,,,-19,,NA
########,2017,1,7,20:00,-9.9,,-16.3,,60,,24,,34,,16.1,,101.66,,,,-20,,NA
########,2017,1,7,21:00,-9.9,,-15.1,,66,,24,,34,,16.1,,101.6,,,,-20,,NA
########,2017,1,7,22:00,-10.1,,-14.6,,70,,25,,34,,16.1,,101.56,,,,-20,,NA
########,2017,1,7,23:00,-10,,-13.8,,74,,25,,34,,16.1,,101.47,,,,-20,,NA
########,2017,1,8,0:00,-10,,-13.6,,75,,25,,37,,16.1,,101.4,,,,-20,,NA
########,2017,1,8,1:00,-10,,-13.5,,76,,25,,35,,16.1,,101.32,,,,-20,,NA
########,2017,1,8,2:00,-9.6,,-13.5,,73,,26,,32,,16.1,,101.29,,,,-19,,NA
########,2017,1,8,3:00,-8.8,,-12,,78,,26,,34,,16.1,,101.3,,,,-18,,Snow
########,2017,1,8,4:00,-8.1,,-14.4,,61,,28,,28,,16.1,,101.31,,,,-17,,NA
########,2017,1,8,5:00,-8.4,,-13.3,,68,,30,,26,,16.1,,101.46,,,,-17,,NA
########,2017,1,8,6:00,-8.9,,-16.7,,54,,29,,24,,16.1,,101.55,,,,-17,,NA
########,2017,1,8,7:00,-9.6,,-16.6,,57,,30,,22,,16.1,,101.64,,,,-18,,NA
########,2017,1,8,8:00,-10.1,,-16.5,,60,,29,,18,,16.1,,101.74,,,,-18,,NA
########,2017,1,8,9:00,-9.9,,-18.8,,49,,31,,34,,16.1,,101.83,,,,-20,,NA
########,2017,1,8,10:00,-9.8,,-16,,61,,30,,34,,16.1,,101.94,,,,-20,,NA
########,2017,1,8,11:00,-9.3,,-16.2,,58,,31,,30,,16.1,,102.04,,,,-19,,NA
########,2017,1,8,12:00,-9.1,,-18.2,,48,,31,,30,,16.1,,102.11,,,,-18,,NA
########,2017,1,8,13:00,-9,,-18.6,,46,,32,,26,,16.1,,102.19,,,,-18,,NA
########,2017,1,8,14:00,-8.5,,-19.3,,42,,30,,32,,16.1,,102.25,,,,-18,,NA
########,2017,1,8,15:00,-9.1,,-18.2,,48,,31,,21,,16.1,,102.35,,,,-17,,NA
########,2017,1,8,16:00,-9.6,,-16.2,,59,,30,,18,,16.1,,102.42,,,,-17,,Snow
########,2017,1,8,17:00,-10.3,,-15.9,,64,,32,,9,,16.1,,102.49,,,,-15,,NA
########,2017,1,8,18:00,-10.1,,-18.9,,49,,32,,22,,16.1,,102.55,,,,-18,,NA
########,2017,1,8,19:00,-10.4,,-18.3,,53,,28,,17,,16.1,,102.63,,,,-18,,NA
########,2017,1,8,20:00,-10.7,,-17.6,,57,,28,,13,,16.1,,102.69,,,,-17,,NA
########,2017,1,8,21:00,-10.5,,-15.2,,69,,26,,18,,16.1,,102.74,,,,-18,,NA
########,2017,1,8,22:00,-9.9,,-14.6,,69,,26,,17,,16.1,,102.73,,,,-17,,NA
########,2017,1,8,23:00,-9.2,,-13.5,,71,,27,,17,,16.1,,102.65,,,,-16,,NA
########,2017,1,9,0:00,-8.3,,-12.3,,73,,25,,24,,16.1,,102.61,,,,-16,,NA
########,2017,1,9,1:00,-7.8,,-12.7,,68,,24,,26,,16.1,,102.54,,,,-16,,Snow
########,2017,1,9,2:00,-7.7,,-13.4,,64,,26,,28,,16.1,,102.53,,,,-16,,NA
########,2017,1,9,3:00,-7.1,,-13.2,,62,,25,,28,,16.1,,102.51,,,,-15,,NA
########,2017,1,9,4:00,-6.5,,-13.8,,57,,25,,30,,16.1,,102.46,,,,-15,,NA
########,2017,1,9,5:00,-6.8,,-13.3,,60,,23,,24,,16.1,,102.39,,,,-14,,NA
########,2017,1,9,6:00,-5.8,,-10.4,,70,,23,,32,,16.1,,102.37,,,,-14,,Snow
########,2017,1,9,7:00,-5.1,,-9.6,,71,,22,,45,,16.1,,102.36,,,,-15,,Snow
########,2017,1,9,8:00,-5.2,,-10.4,,67,,20,,45,,16.1,,102.23,,,,-15,,Snow
########,2017,1,9,9:00,-5,,-9.7,,70,,21,,37,,16.1,,102.2,,,,-14,,Snow
########,2017,1,9,10:00,-4.9,,-8.7,,75,,21,,43,,16.1,,102.16,,,,-14,,Snow
########,2017,1,9,11:00,-4.5,,-7.9,,77,,21,,43,,11.3,,102.06,,,,-14,,Snow
########,2017,1,9,12:00,-3.5,,-8,,71,,22,,41,,16.1,,101.93,,,,-12,,NA
########,2017,1,9,13:00,-2.9,,-8.8,,64,,23,,45,,16.1,,101.85,,,,-12,,NA
########,2017,1,9,14:00,-3,,-9.7,,60,,23,,37,,16.1,,101.8,,,,-11,,NA
########,2017,1,9,15:00,-2.2,,-9,,60,,23,,34,,16.1,,101.81,,,,-10,,NA
########,2017,1,9,16:00,-2.3,,-9.3,,59,,24,,24,,16.1,,101.86,,,,-9,,NA
########,2017,1,9,17:00,-2.3,,-9,,60,,25,,35,,16.1,,101.9,,,,-10,,NA
########,2017,1,9,18:00,-2.7,,-8.4,,65,,24,,26,,16.1,,101.9,,,,-10,,NA
########,2017,1,9,19:00,-2.6,,-7.9,,67,,24,,28,,16.1,,101.91,,,,-10,,NA
########,2017,1,9,20:00,-2,,-6.9,,69,,23,,32,,16.1,,101.93,,,,-9,,NA
########,2017,1,9,21:00,-1.6,,-6.6,,69,,23,,37,,16.1,,101.93,,,,-9,,NA
########,2017,1,9,22:00,-1.4,,-6.4,,69,,23,,26,,16.1,,101.94,,,,-8,,NA
########,2017,1,9,23:00,-1.2,,-8,,60,,21,,28,,16.1,,101.87,,,,-8,,NA
########,2017,1,10,0:00,-1.2,,-8,,60,,21,,34,,16.1,,101.81,,,,-8,,NA
########,2017,1,10,1:00,-0.9,,-7.5,,61,,21,,34,,16.1,,101.79,,,,-8,,NA
########,2017,1,10,2:00,-0.7,,-7.1,,62,,20,,28,,16.1,,101.7,,,,-7,,NA
########,2017,1,10,3:00,-0.3,,-6.7,,62,,19,,18,,16.1,,101.71,,,,-5,,NA
########,2017,1,10,4:00,-0.8,,-5,,73,,20,,18,,4.8,,101.63,,,,-6,,Snow
########,2017,1,10,5:00,-0.4,,-4.8,,72,,19,,17,,8.1,,101.54,,,,-5,,Snow
########,2017,1,10,6:00,-1.1,,-2.7,,89,,18,,17,,2.4,,101.46,,,,-6,,Snow
########,2017,1,10,7:00,-0.9,,-3.1,,85,,15,,24,,2.8,,101.35,,,,-7,,Snow
########,2017,1,10,8:00,-1,,-1.8,,94,,15,,21,,1.6,,101.27,,,,-7,,Snow
########,2017,1,10,9:00,-0.8,,-1.7,,94,,15,,24,,2,,101.21,,,,-7,,Snow
########,2017,1,10,10:00,-0.2,,-3.2,,80,,14,,24,,16.1,,101.13,,,,-6,,Snow
########,2017,1,10,11:00,0.7,,-3.8,,72,,12,,22,,16.1,,100.9,,,,,,NA
########,2017,1,10,12:00,1.2,,-3.5,,71,,13,,18,,16.1,,100.7,,,,,,NA
########,2017,1,10,13:00,0.7,,-1.7,,84,,15,,17,,8.1,,100.52,,,,,,Snow
########,2017,1,10,14:00,0.5,,-0.3,,94,,14,,15,,4.8,,100.35,,,,,,Snow
########,2017,1,10,15:00,1.3,,0.7,,95,,15,,21,,8.1,,100.18,,,,,,"Rain,Fog"
########,2017,1,10,16:00,2.1,,1.5,,96,,15,,21,,14.5,,99.99,,,,,,Rain
########,2017,1,10,17:00,2.8,,1.6,,92,,16,,22,,16.1,,99.86,,,,,,Rain
########,2017,1,10,18:00,3.2,,2.3,,94,,16,,21,,11.3,,99.7,,,,,,Moderate Rain
########,2017,1,10,19:00,3.8,,3.1,,95,,17,,13,,8.1,,99.51,,,,,,"Rain,Fog"
########,2017,1,10,20:00,4.4,,3.7,,95,,19,,18,,9.7,,99.35,,,,,,"Rain,Fog"
########,2017,1,10,21:00,5.3,,4,,91,,19,,22,,16.1,,99.16,,,,,,Rain
########,2017,1,10,22:00,6.7,,4.5,,86,,20,,39,,9.7,,99.03,,,,,,"Rain,Fog"
########,2017,1,10,23:00,6.1,,4.8,,91,,21,,39,,11.3,,98.97,,,,,,Rain
########,2017,1,11,0:00,7,,4.7,,85,,21,,52,,16.1,,98.87,,,,,,NA
########,2017,1,11,1:00,6.6,,5.1,,90,,22,,61,,9.7,,98.91,,,,,,"Rain,Fog"
########,2017,1,11,2:00,5.1,,1.9,,80,,26,,46,,16.1,,99.41,,,,,,NA
########,2017,1,11,3:00,4.5,,-0.5,,70,,26,,50,,16.1,,99.79,,,,,,NA
########,2017,1,11,4:00,4.1,,-0.8,,70,,24,,43,,16.1,,99.97,,,,,,NA
########,2017,1,11,5:00,3.6,,-1.8,,68,,25,,43,,16.1,,100.19,,,,,,NA
########,2017,1,11,6:00,2.9,,-1.8,,71,,25,,39,,16.1,,100.38,,,,,,NA
########,2017,1,11,7:00,2.3,,-2.1,,73,,25,,30,,16.1,,100.55,,,,,,NA
########,2017,1,11,8:00,2.2,,-2.9,,69,,24,,26,,16.1,,100.77,,,,,,NA
########,2017,1,11,9:00,2.1,,-2,,74,,23,,28,,16.1,,100.93,,,,,,NA
########,2017,1,11,10:00,2.7,,-2.3,,70,,23,,30,,16.1,,101.02,,,,,,NA
########,2017,1,11,11:00,2.8,,-1.4,,74,,22,,24,,16.1,,101.09,,,,,,NA
########,2017,1,11,12:00,2.8,,-0.6,,78,,22,,28,,16.1,,100.97,,,,,,NA
########,2017,1,11,13:00,3.5,,-0.3,,76,,22,,26,,16.1,,100.87,,,,,,NA
########,2017,1,11,14:00,3.7,,0.2,,78,,22,,15,,16.1,,100.71,,,,,,NA
########,2017,1,11,15:00,4.6,,0.5,,75,,17,,8,,16.1,,100.61,,,,,,NA
########,2017,1,11,16:00,4.3,,-0.8,,69,,7,,5,,16.1,,100.58,,,,,,NA
########,2017,1,11,17:00,4.1,,0.1,,75,,9,,11,,16.1,,100.48,,,,,,NA
########,2017,1,11,18:00,3.8,,0.1,,77,,7,,15,,16.1,,100.45,,,,,,NA
########,2017,1,11,19:00,4.1,,0.4,,77,,8,,15,,16.1,,100.36,,,,,,NA
########,2017,1,11,20:00,3.8,,1.2,,83,,9,,15,,16.1,,100.24,,,,,,NA
########,2017,1,11,21:00,4.1,,1.7,,84,,10,,9,,16.1,,100.1,,,,,,NA
########,2017,1,11,22:00,4.8,,2,,82,,8,,11,,16.1,,99.99,,,,,,NA
########,2017,1,11,23:00,4.9,,2.6,,85,,7,,9,,14.5,,99.89,,,,,,Rain
########,2017,1,12,0:00,5,,3.7,,92,,8,,8,,16.1,,99.74,,,,,,Rain
########,2017,1,12,1:00,6.4,,5.5,,94,,30,,9,,8.1,,99.66,,,,,,"Moderate Rain,Fog"
########,2017,1,12,2:00,6.8,,6.4,,97,,7,,5,,1.6,,99.54,,,,,,"Moderate Rain,Fog"
